client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
-1,9,0.4575152695178985,awake,0.8230828539232549,0.8378450669876409,0.9703698304374369,0.8992510533381742,0.2048624261764741,0.5751590548646304,[[ 4523 20612][ 3252 106501]],4523.0,20612.0,3252.0,106501.0
-1,9,0.4575152695178985,asleep,0.8230828539232549,0.5817363344051447,0.1799482792918241,0.2748708599209967,0.2048624261764741,0.5751590548646304,[[ 106501 3252][ 20612 4523]],106501.0,3252.0,20612.0,4523.0
-1,9,0.4575152695178985,avg,0.8230828539232549,0.7097907006963928,0.5751590548646305,0.5870609566295855,0.2048624261764741,0.5751590548646304,,,,,
-1,10,0.4568706452846527,awake,0.826997212502224,0.8473268329541892,0.9604293276721364,0.9003399443106305,0.2641376989159189,0.6023948906114811,[[ 6142 18993][ 4343 105410]],6142.0,18993.0,4343.0,105410.0
-1,10,0.4568706452846527,asleep,0.826997212502224,0.585789222699094,0.2443604535508255,0.3448624368332397,0.2641376989159189,0.602394890611481,[[ 105410 4343][ 18993 6142]],105410.0,4343.0,18993.0,6142.0
-1,10,0.4568706452846527,avg,0.826997212502224,0.7165580278266416,0.602394890611481,0.6226011905719351,0.2641376989159189,0.6023948906114811,,,,,
-1,11,0.4496179819107055,awake,0.8322830792954155,0.8533596132632535,0.9585979426530482,0.902922661677559,0.3020159869581066,0.619661016283755,[[ 7056 18079][ 4544 105209]],7056.0,18079.0,4544.0,105209.0
-1,11,0.4496179819107055,asleep,0.8322830792954155,0.6082758620689656,0.2807240899144619,0.3841567986933442,0.3020159869581066,0.619661016283755,[[ 105209 4544][ 18079 7056]],105209.0,4544.0,18079.0,7056.0
-1,11,0.4496179819107055,avg,0.8322830792954155,0.7308177376661096,0.619661016283755,0.6435397301854516,0.3020159869581066,0.619661016283755,,,,,
-1,12,0.4470680356025696,awake,0.8355302176620604,0.8584562736397426,0.95539074102758,0.9043333520196292,0.3303312106702466,0.6337725537244525,[[ 7846 17289][ 4896 104857]],7846.0,17289.0,4896.0,104857.0
-1,12,0.4470680356025696,asleep,0.8355302176620604,0.6157589075498352,0.3121543664213248,0.4142883544103281,0.3303312106702466,0.6337725537244525,[[ 104857 4896][ 17289 7846]],104857.0,4896.0,17289.0,7846.0
-1,12,0.4470680356025696,avg,0.8355302176620604,0.7371075905947889,0.6337725537244525,0.6593108532149786,0.3303312106702466,0.6337725537244525,,,,,
-1,13,0.4394820630550384,awake,0.8429511891346895,0.8730446209702555,0.9443022058622544,0.9072764199173612,0.3996003104897946,0.6723500287318035,[[ 10064 15071][ 6113 103640]],10064.0,15071.0,6113.0,103640.0
-1,13,0.4394820630550384,asleep,0.8429511891346895,0.6221178215985659,0.4003978516013527,0.4872192099147948,0.3996003104897946,0.6723500287318035,[[ 103640 6113][ 15071 10064]],103640.0,6113.0,15071.0,10064.0
-1,13,0.4394820630550384,avg,0.8429511891346895,0.7475812212844106,0.6723500287318035,0.697247814916078,0.3996003104897946,0.6723500287318035,,,,,
-1,14,0.4351341724395752,awake,0.8432106636617045,0.8800332835795289,0.9347261578271208,0.9065555589920776,0.4225331387218272,0.6891653466676881,[[ 11150 13985][ 7164 102589]],11150.0,13985.0,7164.0,102589.0
-1,14,0.4351341724395752,asleep,0.8432106636617045,0.6088238506060937,0.4436045355082554,0.5132454141637321,0.4225331387218272,0.6891653466676881,[[ 102589 7164][ 13985 11150]],102589.0,7164.0,13985.0,11150.0
-1,14,0.4351341724395752,avg,0.8432106636617045,0.7444285670928112,0.6891653466676881,0.7099004865779049,0.4225331387218272,0.6891653466676881,,,,,
-1,15,0.4296461343765259,awake,0.8422246604590475,0.8821542422226638,0.9303800351698814,0.9056255709382456,0.4269601236916029,0.6938353328823348,[[ 11494 13641][ 7641 102112]],11494.0,13641.0,7641.0,102112.0
-1,15,0.4296461343765259,asleep,0.8422246604590475,0.6006793833289783,0.4572906305947881,0.5192681274000452,0.4269601236916029,0.6938353328823348,[[ 102112 7641][ 13641 11494]],102112.0,7641.0,13641.0,11494.0
-1,15,0.4296461343765259,avg,0.8422246604590475,0.741416812775821,0.6938353328823348,0.7124468491691454,0.4269601236916029,0.6938353328823348,,,,,
-1,16,0.4309989809989929,awake,0.8440187414744084,0.8817156183575295,0.9335325685858246,0.9068845261909398,0.429137058693029,0.6933427712632723,[[ 11390 13745][ 7295 102458]],11390.0,13745.0,7295.0,102458.0
-1,16,0.4309989809989929,asleep,0.8440187414744084,0.6095798769066095,0.4531529739407201,0.5198539479689639,0.429137058693029,0.6933427712632723,[[ 102458 7295][ 13745 11390]],102458.0,7295.0,13745.0,11390.0
-1,16,0.4309989809989929,avg,0.8440187414744084,0.7456477476320695,0.6933427712632724,0.7133692370799518,0.429137058693029,0.6933427712632723,,,,,
-1,17,0.4271090030670166,awake,0.8404602336753455,0.8856101462323109,0.9231638315125782,0.9039971448965026,0.4334329828716212,0.7012477204111528,[[ 12048 13087][ 8433 101320]],12048.0,13087.0,8433.0,101320.0
-1,17,0.4271090030670166,asleep,0.8404602336753455,0.5882525267320932,0.4793316093097274,0.5282357067695546,0.4334329828716212,0.7012477204111529,[[ 101320 8433][ 13087 12048]],101320.0,8433.0,13087.0,12048.0
-1,17,0.4271090030670166,avg,0.8404602336753455,0.7369313364822021,0.7012477204111528,0.7161164258330286,0.4334329828716212,0.7012477204111529,,,,,
-1,18,0.4311909675598144,awake,0.8354264278512544,0.8899330174225959,0.9103259136424516,0.9000139626431733,0.4354988803931261,0.709350344925463,[[ 12778 12357][ 9842 99911]],12778.0,12357.0,9842.0,99911.0
